62252,43292,1129,1444,24.32882809,37501,913,476.9965274,0.525237962,30.62496582,10.0,7.0,0.285890395,0.0,0,3,3,4,3,0,1.0,0.0,0.0,0.0,0.0
50329,40404,593,510,57.60128188,61734,807,1437.396495,1.422200706,51.14559995,7.0,7.0,0.427535029,0.0,1,1,2,48,1,3,0.0,0.0,0.0,0.0,1.0
53778,14134,654,209,37.19845931,55126,852,940.1711465,0.85992411,95.42780607,5.0,7.0,0.268251657,0.0,2,1,3,73,3,2,1.0,0.0,0.0,0.0,0.0
12138,14768,1133,674,10.93938824,70428,567,527.7956855,0.414893828,11.851684,7.0,5.0,0.800714779,0.0,0,2,2,4,1,0,1.0,0.0,0.0,0.0,0.0
5359,46419,291,376,47.35547522,21738,55,601.0006736,4.382390562,60.36786938,5.0,1.0,0.266925542,14.57883141,2,1,2,23,1,0,1.0,0.0,0.0,0.0,0.0
14882,21669,50,190,21.90716888,46683,493,1118.525298,1.399997229,85.26884221,2.0,8.0,0.742101581,0.0,1,2,2,52,2,2,1.0,0.0,1.0,0.0,0.0
20092,58286,999,102,0.650592632,8658,457,1205.644701,1.48168797,79.64558255,1.0,2.0,0.941850523,0.0,2,3,2,78,3,0,1.0,0.0,0.0,0.0,0.0
35549,43269,636,397,55.53738368,47977,922,107.0478144,1.271789515,3.041209148,9.0,4.0,0.460826328,0.0,0,1,2,51,3,2,1.0,0.0,0.0,0.0,0.0
32749,8175,730,427,25.23057307,36900,698,64.76048788,1.126601321,27.92483695,3.0,1.0,0.273739876,0.0,0,3,2,25,3,3,1.0,0.0,0.0,0.0,0.0
11043,23717,815,52,11.58368132,93214,660,109.9327875,0.170967346,81.4748866,9.0,3.0,0.08736161,0.0,2,3,1,88,1,1,1.0,0.0,0.0,0.0,0.0
38649,30438,746,1269,21.25166713,58930,556,1304.317756,3.133414432,98.83520142,8.0,9.0,0.777113887,0.0,2,1,1,49,2,3,1.0,0.0,0.0,0.0,0.0
60479,43794,1281,214,57.07710774,13821,549,274.4574551,1.526037355,59.04177212,10.0,4.0,0.649310839,0.0,1,2,3,36,2,3,1.0,0.0,1.0,0.0,0.0
9317,51068,1435,377,0.940912252,66230,739,1063.436555,4.754417225,65.81096165,9.0,8.0,0.429618451,56.00329601,1,3,2,64,1,0,1.0,0.0,0.0,0.0,0.0
61207,63890,875,1006,10.47084216,33322,446,266.8716459,4.720318025,27.35463638,6.0,1.0,0.063639928,0.0,0,3,3,55,2,0,1.0,0.0,0.0,0.0,0.0
13601,54491,766,1114,59.28967992,34164,469,1491.43803,2.203590839,41.84961391,4.0,3.0,0.916810361,0.0,0,2,2,12,2,0,0.0,0.0,0.0,0.0,1.0
64606,14639,132,1090,40.81697185,70777,670,63.07408123,3.450542736,87.94469516,5.0,1.0,0.99064484,0.0,0,1,3,92,2,0,1.0,0.0,0.0,0.0,0.0
58972,13671,1248,1045,59.38929261,90045,258,430.5328039,3.218560768,51.67578253,8.0,5.0,0.473071222,0.0,0,1,2,16,1,0,1.0,0.0,0.0,0.0,0.0
59578,49037,1121,753,36.16846278,45101,646,123.9600249,0.285120051,24.32581482,5.0,1.0,0.316992223,31.74312421,1,2,2,40,2,0,1.0,0.0,0.0,0.0,0.0
49470,29549,723,1118,43.86178195,82165,548,402.4601356,0.01118432,66.79738825,8.0,8.0,0.715437399,0.0,1,3,3,5,1,0,1.0,0.0,0.0,0.0,0.0
8874,3081,710,1406,34.06317254,68266,792,224.2367964,1.091703493,57.02376373,1.0,3.0,0.668774486,0.0,0,1,1,99,1,0,1.0,1.0,0.0,0.0,0.0
1145,52681,658,294,5.021945639,4729,10,1401.71441,1.900602713,73.9639623,7.0,7.0,0.692247614,0.0,1,2,2,79,2,2,0.0,0.0,0.0,0.0,1.0
12029,19758,631,715,31.75942011,76949,406,1149.758134,1.142098731,84.3485962,9.0,9.0,0.551491688,0.0,2,2,3,56,3,3,1.0,0.0,0.0,0.0,0.0
38347,45316,555,1079,8.989120303,23604,893,1233.965294,2.567737171,38.80715312,6.0,10.0,0.698946038,0.0,1,2,2,100,3,3,1.0,0.0,1.0,0.0,0.0
52223,60815,428,615,22.90167045,77083,719,81.82462587,0.375017747,88.34502579,7.0,4.0,0.42781957,0.0,0,3,3,17,3,1,1.0,1.0,0.0,0.0,0.0
13086,55497,1165,1279,2.73471048,49165,786,1098.286442,2.882656062,84.72263478,2.0,9.0,0.306767119,0.0,1,2,2,80,3,0,1.0,0.0,0.0,0.0,0.0
63588,63578,1225,1393,7.405664439,68197,45,323.9223337,2.661141357,14.59396861,7.0,9.0,0.559440961,0.0,0,1,2,12,1,0,1.0,0.0,0.0,0.0,0.0
6872,33623,1155,276,25.05360626,27834,118,1084.737566,4.360072374,86.07912049,10.0,3.0,0.04028725,0.0,0,1,2,58,2,0,1.0,0.0,0.0,0.0,0.0
31721,5005,538,271,24.13254411,16859,872,1070.614587,0.9277451,18.68452132,10.0,10.0,0.954340293,0.0,2,2,2,18,2,1,0.0,1.0,0.0,0.0,0.0
62424,17411,91,697,27.86335912,17163,565,1406.78638,3.530872843,93.77512004,1.0,9.0,0.139493231,5.177717501,2,1,1,49,2,2,1.0,0.0,0.0,1.0,0.0
42556,40832,375,1356,33.88658725,33328,113,515.7000011,2.830217276,76.27271268,5.0,5.0,0.543783485,0.0,0,1,2,72,3,1,1.0,0.0,0.0,0.0,0.0
56073,16687,356,909,51.34970428,76532,907,806.7336499,4.814981625,18.86169601,7.0,1.0,0.682156803,0.0,0,1,3,99,2,3,1.0,0.0,0.0,0.0,0.0
43582,2584,1197,1295,8.854941699,6982,929,1289.451908,1.114512471,27.12916985,4.0,4.0,0.387850452,0.0,0,3,1,90,1,2,1.0,0.0,0.0,0.0,0.0
28009,18739,1261,801,55.30022613,84421,281,698.1756572,2.996819384,10.46479055,3.0,7.0,0.963635058,0.0,0,2,1,80,2,0,0.0,0.0,0.0,0.0,1.0
41714,50851,695,185,2.113752141,9217,882,1323.203203,4.205100232,66.42039434,6.0,6.0,0.820025735,0.0,2,2,3,6,1,2,0.0,0.0,0.0,0.0,1.0
7148,29923,841,1049,41.29313137,28319,331,175.268431,0.983392664,67.26799898,7.0,2.0,0.372975316,0.0,2,3,1,29,3,0,1.0,0.0,0.0,0.0,0.0
54427,38086,965,715,13.93938022,12375,628,1427.562388,4.801418103,40.62094697,8.0,5.0,0.229451432,0.0,0,2,2,18,2,0,1.0,0.0,0.0,0.0,0.0
12096,56953,258,286,20.72317819,6567,155,581.3719501,2.498692408,35.57534879,8.0,3.0,0.848706543,0.0,1,2,2,41,2,3,1.0,0.0,0.0,0.0,0.0
7170,53022,813,37,14.58563249,99457,746,722.067651,2.992525107,61.23968514,2.0,5.0,0.329639923,0.0,0,3,1,35,1,0,1.0,0.0,0.0,0.0,0.0
9186,16020,597,696,56.25944859,94332,529,491.793382,1.868093111,69.24409106,1.0,1.0,0.044355164,0.0,0,3,2,82,3,3,0.0,0.0,0.0,0.0,1.0
31231,15360,1440,841,45.68211406,51848,713,404.7935325,2.335704448,89.33915148,8.0,6.0,0.195082367,0.0,2,2,2,11,1,3,1.0,0.0,1.0,0.0,0.0
54806,62541,122,169,45.39616896,76636,563,746.9742007,1.936144981,4.536465285,5.0,5.0,0.256046008,0.0,0,2,2,46,1,0,1.0,0.0,0.0,0.0,0.0
50351,5289,1171,799,39.72164957,95150,107,1496.926909,2.891389416,63.00728763,4.0,4.0,0.677222646,0.0,1,2,3,81,1,3,1.0,0.0,0.0,0.0,0.0
63407,24979,1153,952,16.86632928,92878,803,109.3971525,3.121180483,25.04216544,5.0,6.0,0.332153883,0.0,2,3,1,20,3,3,1.0,0.0,0.0,0.0,0.0
48084,3613,79,626,4.694305882,13070,735,194.1219773,4.620109587,41.76606457,3.0,7.0,0.534245875,0.0,1,3,2,35,1,0,1.0,0.0,0.0,0.0,0.0
44675,44077,393,909,51.89154399,64658,108,615.2214844,4.847768511,22.06879055,2.0,6.0,0.460697661,0.0,1,3,2,83,2,1,1.0,0.0,1.0,1.0,0.0
41535,19090,429,786,41.02029462,85522,240,1329.65197,3.687657165,85.78417791,10.0,8.0,0.495193001,0.0,2,1,2,79,2,2,1.0,0.0,0.0,0.0,0.0
48126,39336,1228,1310,58.42666615,14743,440,903.7348534,0.098829383,45.03577513,7.0,8.0,0.048617224,0.0,0,3,3,44,1,0,0.0,0.0,0.0,0.0,1.0
13883,63373,880,198,15.44682391,6622,661,389.455619,3.849826777,53.85502173,7.0,2.0,0.568169644,0.0,1,3,1,29,1,1,1.0,0.0,0.0,0.0,0.0
50630,52901,870,1326,55.86610928,90637,754,1045.733605,4.085598026,89.88787496,4.0,9.0,0.658055692,0.0,2,3,3,36,3,0,1.0,0.0,0.0,0.0,0.0
48947,36469,954,747,4.079040242,12525,91,647.2370496,2.262548428,54.14492652,10.0,8.0,0.672255982,0.0,1,3,3,11,2,0,1.0,0.0,0.0,0.0,0.0
60522,15277,555,227,39.74184244,46448,411,560.3116549,0.734246071,69.92132064,5.0,6.0,0.999953875,0.0,0,3,2,70,3,0,0.0,0.0,0.0,0.0,1.0
51149,33085,1408,854,56.07716636,53979,456,863.2143396,2.946026891,72.32247975,7.0,8.0,0.024844745,0.0,2,2,3,22,3,2,0.0,0.0,0.0,0.0,1.0
56669,30475,134,669,54.64785612,97278,539,438.4015034,4.62331686,91.38789626,4.0,3.0,0.172160092,0.0,1,2,3,18,1,2,0.0,0.0,0.0,0.0,1.0
53656,30251,549,1136,47.40864495,57317,439,788.8701891,0.093792986,31.78708146,8.0,3.0,0.442984673,0.0,0,2,2,20,3,0,1.0,0.0,0.0,0.0,0.0
45447,36389,792,221,56.85794262,54093,391,1261.262347,0.228714262,92.08894688,7.0,2.0,0.649295492,0.0,2,1,2,36,2,1,1.0,0.0,0.0,0.0,0.0
33273,62970,660,1007,15.24069632,45967,394,1016.564097,1.725010382,51.10170183,3.0,4.0,0.37393917,0.0,1,2,2,1,1,0,1.0,0.0,0.0,0.0,0.0
24109,17366,1461,122,35.49478552,96076,494,1454.260386,3.673805794,88.78494718,2.0,5.0,0.538448518,0.0,0,3,2,10,1,3,1.0,0.0,0.0,0.0,0.0
36156,29767,799,978,28.25558702,85128,175,405.1464883,1.436604087,7.024461383,6.0,2.0,0.179534057,0.0,0,3,2,28,2,2,1.0,0.0,0.0,0.0,0.0
59019,11672,913,1348,44.74786664,1561,592,951.5048301,4.115466584,16.88377605,4.0,8.0,0.709654183,47.2160712,1,2,1,20,1,0,1.0,0.0,0.0,0.0,0.0
24938,9435,763,591,20.26120942,42978,180,1363.856862,0.90413136,25.65376266,3.0,8.0,0.398969097,0.0,0,1,1,7,1,0,1.0,0.0,0.0,0.0,0.0
32665,31954,1110,1026,43.0906443,33833,310,231.4598265,1.036811806,2.183086868,3.0,10.0,0.872672891,0.0,1,3,3,8,1,1,1.0,0.0,0.0,0.0,0.0
3256,7468,848,1080,44.45222731,44462,104,1022.688729,4.537659309,30.78608432,3.0,5.0,0.563486257,0.0,2,2,3,94,1,3,1.0,0.0,1.0,1.0,0.0
56869,1578,975,1149,19.70872038,9047,74,1417.217473,3.705698864,23.43821386,10.0,1.0,0.014971642,0.0,2,1,2,17,1,2,1.0,0.0,1.0,0.0,0.0
20923,56566,585,911,56.89364019,89379,62,873.0912713,0.951574883,67.49518311,1.0,9.0,0.141796038,0.0,2,3,1,34,2,1,1.0,1.0,0.0,1.0,0.0
62402,13904,1243,270,13.73360015,65906,541,878.0378653,4.634540195,48.3794537,1.0,1.0,0.294816374,0.0,2,3,1,36,3,2,1.0,0.0,0.0,0.0,0.0
5570,28667,431,1437,55.06721557,22067,425,487.4865715,2.954519442,94.46617163,10.0,10.0,0.045558262,0.0,1,3,3,8,2,3,1.0,0.0,0.0,1.0,0.0
51294,37612,729,517,45.51817617,46945,81,446.9590087,3.502303003,24.3739327,8.0,3.0,0.335528029,0.0,2,1,3,61,3,0,0.0,0.0,1.0,0.0,0.0
47468,6533,296,1102,12.09477836,50562,837,251.167479,2.593071333,89.99099566,9.0,10.0,0.510613594,0.0,2,1,3,80,3,0,1.0,0.0,0.0,0.0,0.0
23491,15463,928,1252,42.49353109,80105,277,667.2346921,4.815142812,52.68223138,8.0,4.0,0.757497941,0.0,1,1,1,60,1,0,1.0,0.0,0.0,1.0,0.0
47800,49175,91,642,0.992596686,34728,567,340.8634228,1.895118888,17.30223683,4.0,2.0,0.893240957,0.0,1,1,1,72,1,3,1.0,0.0,0.0,0.0,0.0
